region,family,vm type,regional_disk,sole_tenant,nested_virtualization,local_ssd,cores,gpu,cpu,memory,network_egress,on demand price,preemptible price 
europe,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.1664,0.88
europe-central2,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.8736,0.976
europe-west1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.1664,0.88
europe-west2,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.8736,0.976
europe-west3,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.8736,0.976
europe-west4,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.1696,0.8793
europe-west6,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,5.2968,1.1174
europe-north1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.1696,0.8793
northamerica-northeast1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.1696,0.8793
asia,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.384,0.88
asia-east,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.384,0.88
asia-east1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.384,0.88
asia-east2,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,5.2968,1.1174
asia-northeast,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.8544,1.056
asia-northeast1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.8544,1.056
asia-northeast2,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.8544,1.056
asia-northeast3,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.8544,1.056
asia-southeast,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.672,0.9344
asia-southeast1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.672,0.9344
australia-southeast1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,5.3725,1.07517
australia-southeast2,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,5.3725,1.07517
australia,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,5.3725,1.07517
southamerica-east1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,6.0114,1.20237
asia-south1,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.5465,0.9591
asia-southeast2,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,5.09248,1.018496
asia-south2,n1,n1-highmem-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",416,32,4.5465,0.9591
us,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.4736,0.1
us-central1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.4736,0.1
us-east1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.4736,0.1
us-east4,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5393,0.107
us-west4,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5393,0.107
us-west1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.4736,0.1
us-west2,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5684,0.11985
us-west3,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5684,0.11985
europe,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5208,0.11
europe-central2,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6092,0.122
europe-west1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5208,0.11
europe-west2,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6092,0.122
europe-west3,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6092,0.122
europe-west4,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5212,0.1099
europe-west6,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6621,0.1397
europe-north1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5212,0.1099
northamerica-northeast1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5212,0.1099
asia,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.548,0.11
asia-east,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.548,0.11
asia-east1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.548,0.11
asia-east2,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6621,0.1397
asia-northeast,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6068,0.132
asia-northeast1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6068,0.132
asia-northeast2,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6068,0.132
asia-northeast3,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6068,0.132
asia-southeast,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.584,0.1168
asia-southeast1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.584,0.1168
australia-southeast1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6716,0.1344
australia-southeast2,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6716,0.1344
australia,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.6716,0.1344
southamerica-east1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.7514,0.1503
asia-south1,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5683,0.11989
asia-southeast2,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.63656,0.127312
asia-south2,n1,n1-highmem-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",52,16,0.5683,0.11989
us,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,5.6832,1.2
us-central1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,5.6832,1.2
us-east1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,5.6832,1.2
us-east4,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.4716,1.284
us-west4,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.4716,1.284
us-west1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,5.6832,1.2
us-west2,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.8208,1.43817
us-west3,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.8208,1.43817
europe,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.2496,1.32
europe-central2,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.3104,1.464
europe-west1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.2496,1.32
europe-west2,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.3104,1.464
europe-west3,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.3104,1.464
europe-west4,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.251328,1.319088
europe-west6,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,0,0
europe-north1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.251328,1.319088
northamerica-northeast1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.251328,1.319088
asia,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.576,1.32
asia-east,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.576,1.32
asia-east1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.576,1.32
asia-east2,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.9452,1.6761
asia-northeast,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.2816,1.584
asia-northeast1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.2816,1.584
asia-northeast2,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.2816,1.584
asia-northeast3,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.2816,1.584
asia-southeast,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.008,1.4016
asia-southeast1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.008,1.4016
australia-southeast1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,8.0592,1.6128
australia-southeast2,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,8.0592,1.6128
australia,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,8.0592,1.6128
southamerica-east1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,0,0
asia-south1,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.82,1.2
asia-southeast2,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,7.63872,1.527744
asia-south2,n1,n1-highmem-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",624,32,6.82,1.2
us,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0475,0.01
us-central1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0475,0.01
us-east1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0475,0.01
us-east4,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0535,0.0107
us-west4,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0535,0.0107
us-west1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0475,0.01
us-west2,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0571,0.01202
us-west3,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0571,0.01202
europe,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0523,0.011
europe-central2,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0612,0.0123
europe-west1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0523,0.011
europe-west2,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0612,0.0123
europe-west3,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0612,0.0123
europe-west4,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0523,0.011
europe-west6,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0665,0.014
europe-north1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0523,0.011
northamerica-northeast1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0523,0.011
asia,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.055,0.011
asia-east,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.055,0.011
asia-east1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.055,0.011
asia-east2,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0665,0.014
asia-northeast,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.061,0.01325
asia-northeast1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.061,0.01325
asia-northeast2,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.061,0.01325
asia-northeast3,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.061,0.01325
asia-southeast,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0586,0.0118
asia-southeast1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0586,0.0118
australia-southeast1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0674,0.01349
australia-southeast2,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0674,0.01349
australia,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0674,0.01349
southamerica-east1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.0754,0.0151
asia-south1,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.057,0.01203
asia-southeast2,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.063874,0.012862
asia-south2,n1,n1-standard-1,1,1,1,1,1,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.75,2,0.057,0.01203
us,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.76,0.16
us-central1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.76,0.16
us-east1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.76,0.16
us-east4,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.856,0.1712
us-west4,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.856,0.1712
us-west1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.76,0.16
us-west2,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9136,0.19236
us-west3,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9136,0.19236
europe,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.8368,0.176
europe-central2,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9792,0.1968
europe-west1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.8368,0.176
europe-west2,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9792,0.1968
europe-west3,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9792,0.1968
europe-west4,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.8368,0.1764
europe-west6,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,1.0634,0.2242
europe-north1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.8368,0.1764
northamerica-northeast1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.8368,0.1764
asia,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.88,0.176
asia-east,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.88,0.176
asia-east1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.88,0.176
asia-east2,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,1.0634,0.2242
asia-northeast,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.976,0.212
asia-northeast1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.976,0.212
asia-northeast2,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.976,0.212
asia-northeast3,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.976,0.212
asia-southeast,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9376,0.1888
asia-southeast1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,0.9376,0.1888
australia-southeast1,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,1.0787,0.21586
australia-southeast2,n1,n1-standard-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",60,32,1.0787,0.21586
