region,family,vm type,regional_disk,sole_tenant,nested_virtualization,local_ssd,cores,gpu,cpu,memory,network_egress,on demand price,preemptible price 
asia-northeast,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04298,Null
asia-northeast1,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04298,Null
asia-northeast2,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0,Null
asia-northeast3,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0,Null
asia-southeast,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04133,Null
asia-southeast1,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04133,Null
australia-southeast1,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04754,Null
australia-southeast2,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04754,Null
australia,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04754,Null
southamerica-east1,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.05319,Null
asia-south1,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04024,Null
asia-southeast2,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.0450497,Null
asia-south2,e2,e2-medium,Null,0,0,0,1,0,['N/A'],4,Null,0.04024,Null
us,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00838,Null
us-central1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00838,Null
us-east1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00838,Null
us-east4,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00943,Null
us-west4,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00943,Null
us-west1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00838,Null
us-west2,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01006,Null
us-west3,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01006,Null
europe,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00921,Null
europe-central2,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01079,Null
europe-west1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00921,Null
europe-west2,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01079,Null
europe-west3,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01079,Null
europe-west4,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00922,Null
europe-west6,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0,Null
europe-north1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00922,Null
northamerica-northeast1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.00922,Null
asia,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.0097,Null
asia-east,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.0097,Null
asia-east1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.0097,Null
asia-east2,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01172,Null
asia-northeast,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01075,Null
asia-northeast1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01075,Null
asia-northeast2,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0,Null
asia-northeast3,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0,Null
asia-southeast,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01033,Null
asia-southeast1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01033,Null
australia-southeast1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01189,Null
australia-southeast2,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01189,Null
australia,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01189,Null
southamerica-east1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.0133,Null
asia-south1,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01006,Null
asia-southeast2,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.0112597,Null
asia-south2,e2,e2-micro,Null,0,0,0,0.25,0,['N/A'],1,Null,0.01006,Null
us,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01675,0.00503
us-central1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01675,0.00503
us-east1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01675,0.00503
us-east4,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01887,0.00566
us-west4,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01887,0.00566
us-west1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01675,0.00503
us-west2,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02012,0.00604
us-west3,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02012,0.00604
europe,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01843,0.00553
europe-central2,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02158,0.00648
europe-west1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01843,0.00553
europe-west2,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02158,0.00648
europe-west3,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02158,0.00648
europe-west4,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01844,0.00553
europe-west6,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0,0
europe-north1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01844,0.00553
northamerica-northeast1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.01844,0.00553
asia,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.0194,0.00582
asia-east,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.0194,0.00582
asia-east1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.0194,0.00582
asia-east2,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02344,0.00703
asia-northeast,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02149,0.00645
asia-northeast1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02149,0.00645
asia-northeast2,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0,0
asia-northeast3,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0,0
asia-southeast,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02067,0.0062
asia-southeast1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02067,0.0062
australia-southeast1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02377,0.00713
australia-southeast2,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02377,0.00713
australia,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02377,0.00713
southamerica-east1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02659,0.00798
asia-south1,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02012,0.00604
asia-southeast2,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.0225303,0.006758
asia-south2,e2,e2-small,Null,0,0,0,0.5,0,['N/A'],2,Null,0.02012,0.00604
us,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.53609,0.16083
us-central1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.53609,0.16083
us-east1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.53609,0.16083
us-east4,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.60377,0.18113
us-west4,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.60377,0.18113
us-west1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.53609,0.16083
us-west2,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.64392,0.19318
us-west3,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.64392,0.19318
europe,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.58972,0.17692
europe-central2,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.69068,0.20721
europe-west1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.58972,0.17692
europe-west2,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.69068,0.20721
europe-west3,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.69068,0.20721
europe-west4,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.59018,0.17705
europe-west6,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.75009,0.21828
europe-north1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.59022,0.17707
northamerica-northeast1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.59018,0.17705
asia,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.62074,0.18622
asia-east,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.62074,0.18622
asia-east1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.62074,0.18622
asia-east2,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.75009,0.22503
asia-northeast,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.68773,0.20632
asia-northeast1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.68773,0.20632
asia-northeast2,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.68773,0.20632
asia-northeast3,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.68773,0.20632
asia-southeast,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.66133,0.1984
asia-southeast1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.66133,0.1984
australia-southeast1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.76066,0.2282
australia-southeast2,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.76066,0.2282
australia,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.76066,0.2282
southamerica-east1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.85096,0.25529
asia-south1,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.64387,0.19316
asia-southeast2,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.72085,0.21625
asia-south2,e2,e2-standard-16,1,0,0,0,16,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",64,16,0.64387,0.19316
us,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.06701,0.0201
us-central1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.06701,0.0201
us-east1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.06701,0.0201
us-east4,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07547,0.02264
us-west4,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07547,0.02264
us-west1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.06701,0.0201
us-west2,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08049,0.02415
us-west3,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08049,0.02415
europe,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07372,0.02211
europe-central2,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08634,0.0259
europe-west1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07372,0.02211
europe-west2,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08634,0.0259
europe-west3,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08634,0.0259
europe-west4,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07377,0.02213
europe-west6,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.09376,0.02729
europe-north1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07378,0.02213
northamerica-northeast1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07377,0.02213
asia,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07759,0.02328
asia-east,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07759,0.02328
asia-east1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.07759,0.02328
asia-east2,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.09376,0.02813
asia-northeast,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08597,0.02579
asia-northeast1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08597,0.02579
asia-northeast2,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08597,0.02579
asia-northeast3,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08597,0.02579
asia-southeast,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08267,0.0248
asia-southeast1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08267,0.0248
australia-southeast1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.09508,0.02852
australia-southeast2,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.09508,0.02852
australia,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.09508,0.02852
southamerica-east1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.10637,0.03191
asia-south1,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08048,0.02415
asia-southeast2,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.09011,0.02703
asia-south2,e2,e2-standard-2,1,0,0,0,2,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",8,4,0.08048,0.02415
us,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.13402,0.04021
us-central1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.13402,0.04021
us-east1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.13402,0.04021
us-east4,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.15094,0.04528
us-west4,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.15094,0.04528
us-west1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.13402,0.04021
us-west2,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.16098,0.04829
us-west3,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.16098,0.04829
europe,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.14743,0.04423
europe-central2,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.17267,0.0518
europe-west1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.14743,0.04423
europe-west2,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.17267,0.0518
europe-west3,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.17267,0.0518
europe-west4,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.14754,0.04426
europe-west6,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.18752,0.05457
europe-north1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.14756,0.04427
northamerica-northeast1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.14754,0.04426
asia,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.15518,0.04656
asia-east,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.15518,0.04656
asia-east1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.15518,0.04656
asia-east2,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.18752,0.05626
asia-northeast,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.17193,0.05158
asia-northeast1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.17193,0.05158
asia-northeast2,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.17193,0.05158
asia-northeast3,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.17193,0.05158
asia-southeast,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.16533,0.0496
asia-southeast1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.16533,0.0496
australia-southeast1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.19016,0.05705
australia-southeast2,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.19016,0.05705
australia,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.19016,0.05705
southamerica-east1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.21274,0.06382
asia-south1,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.16097,0.04829
asia-southeast2,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.18021,0.05406
asia-south2,e2,e2-standard-4,1,0,0,0,4,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",16,8,0.16097,0.04829
us,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.26805,0.08041
us-central1,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.26805,0.08041
us-east1,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.26805,0.08041
us-east4,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.30188,0.09056
us-west4,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.30188,0.09056
us-west1,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.26805,0.08041
us-west2,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.32196,0.09659
us-west3,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.32196,0.09659
europe,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.29486,0.08846
europe-central2,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.34534,0.1036
europe-west1,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.29486,0.08846
europe-west2,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.34534,0.1036
europe-west3,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.34534,0.1036
europe-west4,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.29509,0.08853
europe-west6,e2,e2-standard-8,1,0,0,0,8,0,"['Skylake', 'Broadwell', 'Haswell', 'AMD EPYC Rome (coming soon)']",32,16,0.37505,0.10914
